Fast & Furious - Showdown,http://cdn.ghosteshop.com/Nintendo%203DS/EUR/F/Fast%20%26%20Furious%20-%20Showdown%20%28EUR%29%28M5%29.cia
FIFA 15 - Legacy Edition (USA),http://cdn.ghosteshop.com/Nintendo%203DS/USA/F/FIFA%2015%20-%20Legacy%20Edition%20%28USA%29.cia
FIFA 15 - Legacy Edition (EUR),http://cdn.ghosteshop.com/Nintendo%203DS/EUR/F/FIFA%2015%20-%20Legacy%20Edition%20%28EUR%29%28M3%29.cia
Fractured Soul,http://cdn.ghosteshop.com/Nintendo%203DS/EUR/F/Fractured%20Soul%20%28EUR%29%20%28En%2CFr%2CDe%2CEs%2CIt%29%20%28eShop%29.cia
Fun! Fun! Minigolf Touch!,http://cdn.ghosteshop.com/Nintendo%203DS/USA/F/Fun%21%20Fun%21%20Minigolf%20Touch%21%20%28USA%29%20%28eShop%29.cia
Gabrielles Ghostly Groove 3D,http://cdn.ghosteshop.com/Nintendo%203DS/USA/G/Gabrielles%20Ghostly%20Groove%203D%20%28USA%29.cia
Gunman Clive,http://cdn.ghosteshop.com/Nintendo%203DS/EUR/G/Gunman%20Clive%20%28EUR%29%20%28eShop%29.cia
HarmoKnight,http://cdn.ghosteshop.com/Nintendo%203DS/EUR/H/HarmoKnight%20%28EUR%29%20%28En%2CFr%2CDe%2CEs%2CIt%29%20%28eShop%29.cia
Harvest Moon - Skytree Village,http://cdn.ghosteshop.com/Nintendo%203DS/USA/H/Harvest%20Moon%20-%20Skytree%20Village%20%28USA%29.cia
Harvest Moon - Skytree Village - Update 2.0,http://cdn.ghosteshop.com/Nintendo%203DS/USA/H/Harvest%20Moon%20-%20Skytree%20Village%20-%20Update%202.00%20%28USA%29.cia
Harvest Moon - Skytree Village - DLC,http://cdn.ghosteshop.com/Nintendo%203DS/USA/H/Harvest%20Moon%20-%20Skytree%20Village%20-%20DLC%20%28USA%29.cia
Heavy Fire: The Chosen Few 3D (EUR),http://cdn.ghosteshop.com/Nintendo%203DS/EUR/H/Heavy%20Fire%20-%20The%20Chosen%20Few%203D%20%28EUR%29.cia
Heavy Fire: The Chosen Few 3D (USA),http://cdn.ghosteshop.com/Nintendo%203DS/USA/H/Heavy%20Fire%20-%20The%20Chosen%20Few%203D%20%28USA%29.cia
Heavy Fire: The Chosen Few (JPN),http://cdn.ghosteshop.com/Nintendo%203DS/JPN/H/Heavy%20Fire%20The%20Chosen%20Few%20%28JPN%29.cia
Hello Kitty And The Apron Of Magic: Rhythm Cooking (EUR),http://cdn.ghosteshop.com/Nintendo%203DS/EUR/H/Hello%20Kitty%20and%20the%20Apron%20of%20Magic%20-%20Rhythm%20Cooking%20%28EUR%29.cia
Hello Kitty to Mahou no Apron: Rhythm Cooking (JPN),http://cdn.ghosteshop.com/Nintendo%203DS/JPN/H/Hello%20Kitty%20to%20Mahou%20no%20Apron%20-%20Rhythm%20Cooking%20%28JPN%29.cia
Anonymous Notes Chapter 1 - From The Abyss,http://cdn.ghosteshop.com/Nintendo%203DS/DSiWare/EUR/A/Anonymous%20Notes%201%20-%20From%20The%20Abyss%20%28Europe%29.cia
Bloons TD4,http://cdn.ghosteshop.com/Nintendo%203DS/DSiWare/USA/B/Bloons%20TD%204%20%28USA%29.cia
Captain Toad: Treasure Tracker,http://cdn.ghosteshop.com/Nintendo%203DS/EUR/C/Captain%20Toad%20-%20Treasure%20Tracker%20%28EUR%29%20%28En%2CFr%2CDe%2CEs%2CIt%2CNl%29.cia
The Legend of Zelda,http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/EUR/T/The%20Legend%20of%20Zelda%E2%84%A2%20EUR%20%28000400000006f200%29.cia
3D Sonic the Hedgehog,http://cdn.ghosteshop.com/Nintendo%203DS/USA/1234567890/3D%20Sonic%20the%20Hedgehog%20%28USA%29.cia
Poké Transporter,http://cdn.ghosteshop.com/Nintendo%203DS/ALL/P/Pok%C3%A9%20Transporter%20%28World%29.cia
Poké Transporter - Update 2.2.0,http://cdn.ghosteshop.com/Nintendo%203DS/ALL/P/Poke%20Transporter%20-%20Update%202.2.0%20%28World%29.cia
3D Sonic the Hedgehog 2,http://cdn.ghosteshop.com/Nintendo%203DS/USA/1234567890/3D%20Sonic%20the%20Hedgehog%202%20%28USA%29%20%28eShop%29.cia
Mother 3,http://cdn.ghosteshop.com/Nintendo%203DS/Inject/Game%20Boy%20Advance/USA/M/Mother%203%20%28USA%29%20%281.2Translation%29.cia
Pokémon Bank,http://cdn.ghosteshop.com/Nintendo%203DS/ALL/P/Pokemon%20Bank%20%28World%29%20%28En%2CJa%2CFr%2CDe%2CEs%2CIt%2CKo%29%20%28eShop%29.cia
WarioWare: Touched! (USA),http://cdn.ghosteshop.com/Nintendo%203DS/DSiWare/USA/W/WarioWare%20-%20Touched%21%20DL%20%28USA%2C%20Australia%29%20%283DS%20Only%29.cia
WarioWare: Touched! DL (EUR),http://cdn.ghosteshop.com/Nintendo%203DS/DSiWare/EUR/W/WarioWare%20-%20Touched%21%20DL%20%28Europe%29%20%283DS%20Only%29.cia
Zelda II: The Adventure of Link,http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/EUR/Z/Zelda%20II%20The%20Adventure%20of%20Link%20EUR%20%280004000000070a00%29.cia
Dr. Mario: Miracle Cure,http://cdn.ghosteshop.com/Nintendo%203DS/ALL/D/Dr.%20Mario%20-%20Miracle%20Cure%20%28World%29%20%28En%2CJa%2CFr%2CDe%2CEs%2CIt%29%20%28eShop%29.cia
Cut the Rope,http://cdn.ghosteshop.com/Nintendo%203DS/DSiWare/USA/C/Cut%20the%20Rope%20%28USA%29.cia
Cut the Rope for Nintendo 3DS,http://cdn.ghosteshop.com/Nintendo%203DS/USA/C/Cut%20the%20RopeTriple%20Treat%20%28USA%29.cia
The Legend of Zelda: A Link to the Past,http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/ALL/T/The%20Legend%20of%20Zelda%E2%84%A2%20A%20Link%20to%20the%20Past%20ALL%20%28000400000f701000%29.cia
3D Movie Viewer,http://cdn.ghosteshop.com/Homebrew/3D%20Movie%20Viewer/3D%20Movie%20Viewer.cia
Sonic X - épisodes 1 & 2,http://cdn.ghosteshop.com/Nintendo%203DS/Inject/GBA/English/S/Sonic%20X%20-%20Episode%201%2B2.cia
Classic NES Series: Donkey Kong,http://cdn.ghosteshop.com/Nintendo%203DS/Inject/NES/USA/D/Donkey%20Kong%20-%20Original%20Edition%20%28NES%29.cia
Kirby: Nightmare in Dream Land,http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/EUR/K/Kirby%20-%20Nightmare%20in%20Dream%20Land%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29.cia
Mario Advance 3,http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/EUR/M/Mario%20Advance%203%20EUR%20%280004000000075400%29.cia
Flipnote Studio (USA),http://cdn.ghosteshop.com/Nintendo%203DS/DSiWare/USA/F/Flipnote%20Studio%20%28USA%29%20%28En%2CFr%2CEs%29.cia
Flipnote Studio (JPN),http://cdn.ghosteshop.com/Nintendo%203DS/DSiWare/JPN/F/Flipnote%20Studio%20%28JPN%29.cia
Pac-Man [000400000009a100],http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/EUR/P/PAC-MAN%E2%84%A2%20EUR%20%28000400000009a100%29.cia
Pac-Man Collection,http://cdn.ghosteshop.com/Nintendo%203DS/Inject/Game%20Boy%20Advance/USA/P/Pac-Man%20Collection%20%28USA%29%28GBA%29.cia
Sega 3D Classics Collection (USA),http://cdn.ghosteshop.com/Nintendo%203DS/USA/S/Sega%203D%20Classics%20Collection%20%28USA%29.cia
Sega 3D Classics Collection (EUR),http://cdn.ghosteshop.com/Nintendo%203DS/EUR/S/SEGA%203D%20Classics%20Collection%20%28EUR%29.cia
Super Mario Bros.,http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/EUR/S/Super%20Mario%20Bros.%E2%84%A2%20EUR%20%28000400000006e600%29.cia
Luigi's Mansion 2: Dark Moon,http://cdn.ghosteshop.com/Nintendo%203DS/USA/L/Luigis%20Mansion%202%20-%20Dark%20Moon%20%28USA%29.cia
Super Mario 3D Land (USA),http://cdn.ghosteshop.com/Nintendo%203DS/USA/S/Super%20Mario%203D%20Land%20%28USA%29.cia
Super Mario 3D Land (EUR) [LEGIT CIA],http://cdn.ghosteshop.com/Nintendo%203DS/EUR/S/Super%20Mario%203D%20Land%20%28EUR%29%5BLegit%20cia%5D.cia
Kirby Triple Deluxe (USA),http://cdn.ghosteshop.com/Nintendo%203DS/USA/K/Kirby%20-%20Triple%20Deluxe%20%28USA%29.cia
Hoshi no Kirby: Triple Deluxe (JPN),http://cdn.ghosteshop.com/Nintendo%203DS/JPN/H/Hoshi%20no%20Kirby%20-%20Triple%20Deluxe%20%28JPN%29.cia
The Legend of Zelda: Ocarina of Time 3D (USA),http://cdn.ghosteshop.com/Nintendo%203DS/USA/T/The%20Legend%20of%20Zelda%20-%20Ocarina%20of%20Time%203D%20%28USA%29.cia
The Legend of Zelda: Ocarina of Time 3D (EUR),http://cdn.ghosteshop.com/Nintendo%203DS/EUR/T/The%20Legend%20of%20Zelda%20-%20Ocarina%20of%20Time%203D%20%28EUR%29.cia
Petit Computer (USA),http://cdn.ghosteshop.com/Nintendo%203DS/DSiWare/USA/P/Petit%20Computer%20%28USA%29.cia
Petit Computer (EUR),http://cdn.ghosteshop.com/Nintendo%203DS/DSiWare/EUR/P/Petit%20Computer%20%28Europe%29.cia
Pokémon Crystal Version,http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/ALL/P/Pok%C3%A9mon%E2%84%A2%20Crystal%20Version%20ALL%20%280004000000172800%29.cia
Crash Bandicoot 2: N-Tranced,http://cdn.ghosteshop.com/Nintendo%203DS/Inject/GBA/USA/C/Crash%20Bandicoot%202%20N-Tranced.cia
Crash Bandicoot: The Huge Adventure,http://cdn.ghosteshop.com/Nintendo%203DS/Inject/GBA/USA/C/Crash%20Bandicoot%20The%20Huge%20Adventure.cia
Crash Nitro Kart,http://cdn.ghosteshop.com/Nintendo%203DS/Inject/GBA/USA/C/Crash%20Nitro%20Kart.cia
Pokémon Prism,http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/ALL/P/Pokemon%20Prism.cia
The Legend of Zelda: Majora's Mask 3D (USA),http://cdn.ghosteshop.com/Nintendo%203DS/USA/T/The%20Legend%20of%20Zelda%20-%20Majora%27s%20Mask%203D%20%28USA%29.cia
The Legend of Zelda: Majora's Mask 3D - Update 1.1 (USA),http://cdn.ghosteshop.com/Nintendo%203DS/USA/T/The%20Legend%20of%20Zelda%20-%20Majora%27s%20Mask%203D%20-%201.1%20Update%20%28USA%29.cia
The Legend of Zelda: Majora's Mask 3D (EUR),http://cdn.ghosteshop.com/Nintendo%203DS/EUR/T/The%20Legend%20of%20Zelda%20-%20Majora%27s%20Mask%203D%20%28EUR%29.cia
Wrecking Crew,http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/EUR/W/Wrecking%20Crew%20EUR%20%28000400000006f800%29.cia
Mario Kart: Super Circuit,http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/EUR/M/Mario%20Kart%E2%84%A2%20Super%20Circuit%20EUR%20%280004000000074d00%29.cia
Super Mario Bros. 2,http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/EUR/S/Super%20Mario%20Bros.%202%E2%84%A2%20EUR%20%2800040000000a6300%29.cia
Super Mario Bros. 3,http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/EUR/S/Super%20Mario%20Bros.%E2%84%A2%203%20EUR%20%28000400000006e900%29.cia
Super Mario Bros.: The Lost Levels,http://cdn.ghosteshop.com/Nintendo%203DS/Inject/NES/USA/S/Super%20Mario%20Bros%20-%20The%20Lost%20Levels.cia
Mario vs Donkey Kong: Minis March Again! (USA),http://cdn.ghosteshop.com/Nintendo%203DS/DSiWare/USA/M/Mario%20vs.%20Donkey%20Kong%20-%20Minis%20March%20Again%21%20%28USA%29.cia
Mario vs. Donkey Kong: Minis March Again! (EUR),http://cdn.ghosteshop.com/Nintendo%203DS/DSiWare/EUR/M/Mario%20vs.%20Donkey%20Kong%20-%20Minis%20March%20Again%21%20%28Europe%2C%20Australia%29.cia
Mario Kart 7 - Update 1.1 (USA),http://cdn.ghosteshop.com/Nintendo%203DS/USA/M/Mario%20Kart%207%20-%20Update%201.1%20%28USA%29.cia
Mario Kart 7 - Update 1.1 (EUR),http://cdn.ghosteshop.com/Nintendo%203DS/EUR/M/Mario%20Kart%207%20-%20Update%201.1%20%28EUR%29%20%28En%2CFr%2CDe%2CEs%2CIt%2CNl%2CPt%2CRu%29.cia
Mario Kart 7 (EUR),http://cdn.ghosteshop.com/Nintendo%203DS/EUR/M/Mario%20Kart%207%20%28EUR%29%28M7%29.cia
Mario Kart 7 (USA),http://cdn.ghosteshop.com/Nintendo%203DS/USA/M/Mario%20Kart%207%20%28USA%29.cia
Netflix,http://cdn.ghosteshop.com/Nintendo%203DS/USA/N/Netflix%20%28USA%29%20%28Rev%201%29%20%28eShop%29.cia
Super Mario Bros. Deluxe,http://cdn.ghosteshop.com/Nintendo%203DS/Inject/Game%20Boy%20Color/Europe/S/Super%20Mario%20Bros.%20Deluxe%20%28Europe%2C%20GBC%29.cia
Sonic 3 Complete,http://cdn.ghosteshop.com/Nintendo%203DS/Inject/Genesis/USA/S/Sonic%203%20Complete%20-%20Sonic%203%20Sprites%20%28USA%29.cia
Adventure Island (EUR),http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/EUR/A/ADVENTURE%20ISLAND%20EUR%20%28000400000004ff00%29.cia
Adventure Island (USA),http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/USA/A/Adventure%20Island%20USA%20%28000400000004fe00%29.cia
Alleyway™ (EUR),http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/EUR/A/Alleyway%E2%84%A2%20EUR%20%280004000000041000%29.cia
Alleyway™ (USA),http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/USA/A/Alleyway%E2%84%A2%20USA%20%280004000000040e00%29.cia
Bionic Commando™ (EUR),http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/EUR/B/BIONIC%20COMMANDO%E2%84%A2%20EUR%20%280004000000058500%29.cia
Bionic Commando™ (USA),http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/USA/B/BIONIC%20COMMANDO%E2%84%A2%20USA%20%280004000000058400%29.cia
Balloon Kid™ (EUR),http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/EUR/B/Balloon%20Kid%E2%84%A2%20EUR%20%280004000000067300%29.cia
Balloon Kid™ (USA),http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/USA/B/Balloon%20Kid%E2%84%A2%20USA%20%280004000000067200%29.cia
Baseball (EUR),http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/EUR/B/Baseball%20EUR%20%280004000000040d00%29.cia
Baseball (USA),http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/USA/B/Baseball%20USA%20%280004000000040c00%29.cia
Burger Time Deluxe™ (EUR),http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/EUR/B/Burger%20Time%20DELUXE%20EUR%20%280004000000050b00%29.cia
Burger Time Deluxe™ (USA),http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/USA/B/Burger%20Time%20Deluxe%E2%84%A2%20USA%20%280004000000050a00%29.cia
Catrap (EUR),http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/EUR/C/CATRAP%20EUR%20%28000400000004f900%29.cia
Catrap (USA),http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/USA/C/CATRAP%20USA%20%28000400000004f800%29.cia
Castlevania The Adventure (EUR),http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/EUR/C/Castlevania%20The%20Adventure%20EUR%20%28000400000007df00%29.cia
Castlevania The Adventure (USA),http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/USA/C/Castlevania%20The%20Adventure%20USA%20%28000400000007de00%29.cia
Donkey Kong Land™ 2,http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/EUR/D/Donkey%20Kong%20Land%E2%84%A2%202%20EUR%20%28000400000011a400%29.cia
Donkey Kong Land™ III,http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/EUR/D/Donkey%20Kong%20Land%E2%84%A2%20III%20EUR%20%28000400000011a700%29.cia
Donkey Kong™,http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/EUR/D/Donkey%20Kong%E2%84%A2%20EUR%20%280004000000041f00%29.cia
Donkey Kong™ Land,http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/EUR/D/Donkey%20Kong%E2%84%A2%20Land%20EUR%20%280004000000050200%29.cia
Double Dragon,http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/EUR/D/Double%20Dragon%20EUR%20%2800040000000b5800%29.cia
Dr. Mario™,http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/EUR/D/Dr.%20Mario%E2%84%A2%20EUR%20%280004000000050800%29.cia
Fortified Zone,http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/EUR/F/Fortified%20Zone%20EUR%20%280004000000046d00%29.cia
Gargoyle's Quest,http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/EUR/G/GARGOYLE%27S%20QUEST%20EUR%20%28000400000004f500%29.cia
Game &; Watch™ Gallery,http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/EUR/G/Game%20%26amp%3B%20Watch%E2%84%A2%20Gallery%20EUR%20%280004000000042500%29.cia
Golf,http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/EUR/G/Golf%20EUR%20%280004000000042d00%29.cia
Kid Icarus™ Of Myths And Monsters,http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/EUR/K/Kid%20Icarus%E2%84%A2%20Of%20Myths%20And%20Monsters%20EUR%20%280004000000069500%29.cia
Kirby's Block Ball™,http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/EUR/K/Kirby%27s%20Block%20Ball%E2%84%A2%20EUR%20%280004000000069200%29.cia
Kirby's Dream Land™ 2,http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/EUR/K/Kirby%27s%20Dream%20Land%E2%84%A2%202%20EUR%20%28000400000007dc00%29.cia
Kirby's Dream Land™,http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/EUR/K/Kirby%27s%20Dream%20Land%E2%84%A2%20EUR%20%280004000000041900%29.cia
Kirby's Pinball Land,http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/EUR/K/Kirby%27s%20Pinball%20Land%20EUR%20%28000400000008b100%29.cia
Kirby's Star Stacker,http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/EUR/K/Kirby%27s%20Star%20Stacker%20EUR%20%28000400000008ad00%29.cia
Adventure Island II (EUR),http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/EUR/A/Adventure%20Island%20II%20EUR%20%2800040000000cfa00%29.cia
Adventure Island II (USA),http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/USA/A/Adventure%20Island%20II%20USA%20%2800040000000ca700%29.cia
Adventures of Lolo™ (EUR),http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/EUR/A/Adventures%20of%20Lolo%E2%84%A2%20EUR%20%28000400000010fb00%29.cia
Adventures of Lolo™ (USA),http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/USA/A/Adventures%20of%20Lolo%E2%84%A2%20USA%20%28000400000010fa00%29.cia
Balloon Fight™ (EUR),http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/EUR/B/Balloon%20Fight%E2%84%A2%20EUR%20%280004000000070400%29.cia
Balloon Fight™ (USA),http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/USA/B/Balloon%20Fight%E2%84%A2%20USA%20%280004000000070300%29.cia
Blaster Master™ (EUR),http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/EUR/B/BLASTER%20MASTER%E2%84%A2%20EUR%20%280004000000099300%29.cia
Blaster Master™ (USA),http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/USA/B/Blaster%20Master%20USA%20%280004000000099200%29.cia
Castlevania II: Simon's Quest (EUR),http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/EUR/C/Castlevania%20%E2%85%A1%20Simon%27s%20Quest%20EUR%20%2800040000000bdc00%29.cia
Castlevania II: Simon's Quest (USA),http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/USA/C/Castlevania%20II%20Simon%27s%20Quest%20USA%20%2800040000000bdb00%29.cia
Castlevania III: Dracula's Curse (EUR),http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/EUR/C/Castlevania%20III%20Dracula%27s%20Curse%20EUR%20%2800040000000b2b00%29.cia
Castlevania III: Dracula's Curse (USA),http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/USA/C/Castlevania%20III%20Dracula%27s%20Curse%20USA%20%2800040000000b2a00%29.cia
Castlevania® (EUR),http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/EUR/C/Castlevania%E2%84%A2%20EUR%20%28000400000009dc00%29.cia
Castlevania® (USA),http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/USA/C/Castlevania%C2%AE%20USA%20%28000400000009db00%29.cia
City Connection™ (EUR),http://cdn.ghosteshop.com/Nintendo%203DS/Virtual%20console/EUR/C/City%20Connection%E2%84%A2%20EUR%20%2800040000000b2f00%29.cia
